time,location_id,temp_max,humidity,precipitation,location_wkt
2026-05-21 03:00:00+00:00,-35.1429_-61.9703,,,,POINT(-61.970349 -35.1429018)
2026-05-22 03:00:00+00:00,-35.1429_-61.9703,,,,POINT(-61.970349 -35.1429018)
2026-05-23 03:00:00+00:00,-35.1429_-61.9703,,,,POINT(-61.970349 -35.1429018)
2026-05-21 03:00:00+00:00,-33.0176_-61.0431,,,,POINT(-61.0430978 -33.0176021)
2026-05-22 03:00:00+00:00,-33.0176_-61.0431,,,,POINT(-61.0430978 -33.0176021)
2026-05-23 03:00:00+00:00,-33.0176_-61.0431,,,,POINT(-61.0430978 -33.0176021)
2026-05-21 03:00:00+00:00,-33.3791_-61.7121,,,,POINT(-61.7121111 -33.3791194)
2026-05-22 03:00:00+00:00,-33.3791_-61.7121,,,,POINT(-61.7121111 -33.3791194)
2026-05-23 03:00:00+00:00,-33.3791_-61.7121,,,,POINT(-61.7121111 -33.3791194)
2026-05-21 03:00:00+00:00,-31.7330_-60.5299,,,,POINT(-60.5298511 -31.7330145)
2026-05-22 03:00:00+00:00,-31.7330_-60.5299,,,,POINT(-60.5298511 -31.7330145)
2026-05-23 03:00:00+00:00,-31.7330_-60.5299,,,,POINT(-60.5298511 -31.7330145)
2026-05-21 03:00:00+00:00,-36.8837_-60.3349,,,,POINT(-60.3348534 -36.8836862)
2026-05-22 03:00:00+00:00,-36.8837_-60.3349,,,,POINT(-60.3348534 -36.8836862)
